,S207,S327,S352,S364,S365,S366,S404,S413,S429,C006,C343,C363,C374,C376,C430,C227
202165_at,-0.11455885430694224,-0.007463593666879653,-0.07578611297081572,-0.43715470099790643,-0.35626818871345645,0.012047407681021305,-0.02801797637263448,-0.1782406096634208,-0.11314106232112131,-0.1354593113484066,-0.04038830352845668,0.11016344412842471,0.3888276710025682,-0.15799765960156353,-0.03422110271975232,0.040401441146095785
202166_s_at,-0.3127146635704019,0.4478505549045346,-0.11048754633742863,-0.051696488661044704,0.11567776975573807,0.270317515643395,0.4497042439316079,0.1413459295267856,-0.1672668791011107,0.5423822120090982,0.2468539545640409,-0.46112167068630594,0.7865228087142704,-0.03519015621919497,0.10987829880822542,-0.04603870199817628
202167_s_at,0.01140444258984985,0.07292972896371275,0.0014115056145067584,-0.0011862792140409084,-0.0523768355055898,0.10008614919906389,0.06926106919630914,0.33847881803598234,-0.028740984371584233,0.14635690145065716,0.17005647722096295,-0.2129448527185236,0.12134191917054693,0.27298664523482774,0.05315976223017316,0.21047302942054902
202168_at,-0.43963827789367826,-0.016951293660397937,0.12632468834838573,0.20648363450215435,0.03133459399416072,0.1386290853982466,-0.1137675088691914,0.017081841041872714,-0.18754654926564562,0.2546596595951023,0.27232121150099964,-0.40929801213976535,0.3245526082601087,-0.006098300846218763,-0.08115794856822944,0.18196465488594704
202169_s_at,-0.08068190936875608,0.11607833087933717,-0.0062078314997866535,-0.09876909129226519,0.3320285296046448,0.7108722142683686,-0.09273693245737746,-0.12370300465358364,-0.18848824433584355,-0.09864477070942446,0.21618962163593025,-0.09236275853950993,0.17905079053982043,-0.020509237700046867,0.24792648984819943,-0.11186359646379929
202171_at,-0.020541346271362393,0.44758547536797266,0.03278297540737629,-0.037155549736404225,0.3040757409452066,0.26480466118064694,-0.11468526759355058,-0.08843912005998522,-0.046676402602415124,0.44035295262888496,-0.22341278582079394,-1.0668154392949667,0.8184686740586224,0.007994329536910705,0.12357160556748337,0.02976177043677719
202172_at,0.14672763008661338,0.25245191316938254,0.43869263268283465,-0.21449678040949838,0.00688898494365997,0.514749549468446,0.1570533640302898,0.08845930330777918,0.10469502276087006,-0.24492485189737234,0.03015337958996689,-0.03819233207663153,0.42686785486708256,-0.17210184551856056,0.3396854860677516,-0.15744792666665486
202173_s_at,-0.6271372836280364,0.2525420909522076,-0.20697025325939133,-0.07826787740345509,0.39397601296873264,0.3033104381851057,0.6132330042795289,-0.016235472178884436,0.24324452755996617,-0.17760438014062796,0.34989966476311096,-0.7803967490057353,0.43231322632171043,-0.005502077153983542,0.20745461976277113,0.32568309294517395
202174_s_at,-0.313517414506133,0.11845232056814137,0.27390685327865727,-0.29318234721341874,0.18614306277811155,0.312458029941185,0.7566247940746451,0.10654591311916572,-0.04873855498854418,0.04263390271046452,0.0710962973967062,-1.0987507065519209,0.7249839820788053,0.21312523844534947,-0.007184846103619691,0.40269637429062044
202181_at,-0.03823808326664668,0.28606661713627446,-0.06469968239850044,-0.18637281768550196,0.33243395616314864,0.36417631244806614,0.15405336422230498,-0.006764910598167084,0.11815876137502102,0.260060068570235,-0.07630659196559186,-0.591728136010067,0.4762949724471426,-0.13682106123166626,0.08191535197622546,0.028290641823319973
202183_s_at,0.19145153349869748,0.0627148035362719,0.2314786174972232,-0.12338524831706099,-0.225507330827301,-0.3147449644161542,0.13745786216134004,0.030998295929935082,0.07342843289984735,-0.21334450117434134,-0.1259933125174335,0.11436667201167694,-0.008028027605027965,0.23808962409613876,0.036220514892563394,0.10531889321499843
202185_at,0.070796707659178,0.43372341914164725,-0.15879968425124602,0.06283863000692236,0.1276205971338209,-0.11926455416457138,-0.4364575668231616,0.2751219302989094,-0.26506261769406514,0.16956477896699518,-0.13118301011466116,-0.08598290077238246,0.32274396794973903,0.2762101877233496,0.4316065067903585,0.04961455466015163
202187_s_at,-0.10698075434981913,0.3390311226762792,0.21034897323648316,0.008898524740020619,0.4186310255386596,0.5277834073950807,0.22912851253479172,0.03117339965599264,0.0369752940957504,0.35478726903734703,0.0018998833647776436,-0.6880720833487981,0.5117577921858478,0.06299156271811945,0.0845601459967309,-0.15690204702005417
202191_s_at,-0.022210449425238643,0.2474522805698136,0.11392992223872689,0.041861130873037666,0.1112961843359761,0.4278067212126979,0.35977552258287293,0.4313314123124403,-0.04716081601424893,-0.13034938527672324,0.02686106428137336,-0.4095506509893472,0.3249081762594921,-0.08540775112002486,0.24536708374739646,0.1724151312938167
202193_at,0.23293157272823528,0.44332546778486215,-0.2340670764662347,0.31893089705176525,1.4436054831717602,0.6305601245831047,0.633277270653509,0.019421319612331622,0.6433696037427481,0.20273213449452854,0.10413415928293901,-0.2766079717924823,0.38508835598817015,0.25042396409693346,-0.04799761891382914,-0.05479358856678829
202194_at,-0.3204666345722913,0.1975467496678629,0.20870147593147514,-0.17575722067659427,0.04969030649491124,0.21995406633362613,0.2429715362394056,-0.01286236890922865,-0.08117918224504539,0.1711019721022513,0.22773865290421647,-0.6454039208615274,0.7866214431425833,-0.13534444244572885,-0.035832900603129936,0.1600967420661643
202197_at,-0.04949017842907555,-0.011894256417703808,-0.027650995000848333,0.120979335272839,0.16191921797519804,0.4095622556152563,0.20976845582886217,-0.11045720818394855,0.2974478448287128,-0.0020193435909723334,-0.027339996207935258,-0.6427041435603282,0.317075530932585,-0.1399377088097724,-0.09298418297461897,0.04124679930813979
202198_s_at,-0.2135405208004446,0.27188122666896053,0.16140758120277887,0.12329731340954808,-0.05276399908843832,0.2575165046328127,0.0176934662783923,0.0719648172807208,0.04993786172498993,0.2481026843988623,0.14400134095332184,-0.050907207149751166,0.11370923488581308,0.19927547074318586,0.16352480539917202,0.04518937052698835
202199_s_at,-0.06966161181717823,0.017495004997567953,0.09855592265283253,0.049775705528004366,-2.0414119547778604,0.17821327367118833,-0.14872567809323645,0.035508665800995765,-0.15461400509115197,0.39221800854302025,0.10066931114943056,-0.08803323286201792,-0.24097701322564546,-0.06198636865796203,-0.07213899873531826,0.036995843071909285
202200_s_at,-0.16725457667226262,-0.01901723428993396,-0.11545034370789953,0.022515157684390275,0.17952675408802854,0.2430750934151753,0.30758671408320115,0.20730736707844954,0.3826799285279652,0.3176253990967419,0.023649275502439338,-0.36551618965547217,0.524885598330525,-0.26470456025410805,0.10748283943341974,-0.02173659416062801
202201_at,0.016149378651243218,-0.029494602175756945,-0.10852911971206769,-0.3073000801582797,-0.23057807603836444,0.08657479563728909,-0.1848935816190096,-0.10094577700484653,-0.5743069660142943,0.35751013087647276,-0.11802770708240384,-0.3828561308560765,0.09200813531265162,-0.11341457452524573,0.03376639195731901,0.2282250861107542
202205_at,-0.02239193722450583,0.5160764640212419,-0.19510393294153783,0.20187447484856502,0.05258613490616515,0.015340692818209156,0.047150064686213966,-0.2764175285278929,0.20851168314129875,0.4319262654053153,-0.02945110551121477,-0.451197105822132,0.4039399314423644,-0.08321488455847526,0.02132293098966276,0.08570956322701928
202206_at,0.3357159916155972,0.01443291040587713,-0.18897243136534936,0.07286048398240652,0.034123422707082796,0.14489917410948294,0.5625535990497026,0.14477765097796258,-0.32861866502627635,-0.08214391876805838,0.20430761341011827,-0.30965201643357254,0.29414829434549095,0.3937260544580292,0.05875492400447513,-0.026084280289918382
202207_at,-0.22357077352440857,0.1297891377178324,0.03133042701961131,-0.19270816775927635,0.3628889681781109,-0.16916273452366948,0.09118290561609843,-0.18548097656346485,-0.6676146540390429,-0.05810258486878794,0.22444663720146618,-0.38805731199936755,0.5495343219483448,0.23367729314962649,-0.002459278296833567,0.05200670842333821
202208_s_at,-0.10825087872471606,0.17509813206147573,0.1762589745555463,-0.38658186585359733,0.027103639820644787,-0.15016780240784122,-0.09436076311635144,-0.13131075586387375,-0.47001744473981155,0.44735662321036784,0.15448870462386033,-0.4838627687015009,0.7071449091259483,0.10825727798558127,0.1971466500297474,-0.03110873237442746
202209_at,-0.21669769551146967,0.3418791137314132,-0.45854725632679516,0.019794777362835525,0.2099349587642667,0.22564394815094602,0.12356709917779796,0.21839284243285473,0.20910007410099318,0.2895198232715055,0.1731961747725803,-0.9541024510189944,0.8032581482748462,-0.0023850989377223186,0.15933150859688627,-0.0018101634226352914
202211_at,-0.12998499019106902,0.3247295855689085,0.016496956072646007,0.15968502180773037,0.07401393800602651,0.3347300549620815,-0.09164341769585072,-0.09920464355420222,-0.29105193783192185,0.12201384542697724,0.22373078487386433,-0.34097949554695894,0.16816841847251318,-0.007365949954194484,-0.17145821944389894,0.08914243412012723
202213_s_at,-0.2641230857812076,0.623873826444389,0.21902038557229986,0.33099392878539025,0.0656437468206974,0.24828678792922965,0.17050836776079947,-0.05860328842577278,-0.23252706740397588,0.25756584932362037,0.03328943534992845,-0.29314885343288744,0.155435854589701,0.08533778487257937,0.12688830833042886,0.27971174635170204
202214_s_at,-0.2651881218379861,0.5541541382537574,0.7913535318292828,0.05421817102136206,0.4245197861192871,0.2701853097118363,0.02476596349269311,-0.19790532050591114,0.24585066885390905,0.15232635917127535,0.5295931163689236,-1.0323759554270202,0.8216467678547259,-0.2074264870819995,0.08559893110605543,0.0869062668244922
202215_s_at,-0.24829764770262663,0.3472456577725884,0.32949832730156237,0.13754447408419157,0.25188254505166796,0.1552832480075219,0.006366413698179585,-0.00729802620353226,-0.040730776864522866,0.35595182340906906,-0.049358255073068236,-0.9077152634053172,0.579482880770783,-0.34205960466950547,-0.11432770568736927,-0.04899704100853963
202219_at,-0.24414835743460994,-0.04921046721966871,-0.17713360176256465,-0.2554086354681564,-0.3195424969704366,0.3007962960861459,-0.3369668063180642,-0.472355687258073,-0.30965518614911325,0.05702535149286181,-0.1595074386056501,-0.5914949731847257,0.35390966053142936,0.4046892827282127,0.04568517138354533,0.07531596842757882
202220_at,-0.24388314537465394,0.1128587883323684,-0.16143128398379858,-0.08826371006699496,0.1309790329502869,0.2112725797618218,0.009258669061002145,0.09393209731673213,0.005982426975772448,0.2088239359278834,0.05036668496009167,-0.4741685776351261,0.4276107391369077,0.059786885782968646,0.04290137966274621,-0.17994020621138684
202221_s_at,-0.16447574068771686,1.4258631430710018,0.09400451754393302,0.5043368123325966,-0.09266167438970152,0.9283949648459595,0.40343828094332324,1.052505287431667,-0.178751953325901,-0.761111080432094,-0.023952560419574276,-0.38676230162678715,0.2762082272034738,-0.48009113602042985,0.09887934169149393,-0.010113033893361933
202224_at,-0.29634885046807646,0.2462221763638759,-0.11697211340882241,-0.04576289358933394,-0.003520022969901504,0.18532386227888065,0.3239545412577627,0.4658501602456475,0.129004536832376,-0.00770816591244694,0.00645990905332372,-0.5845132601807785,0.438049622949066,-0.06933883345655367,0.25022091226114807,0.15381139832365953
202228_s_at,-0.3076329353797034,0.28410026535847077,0.04861996115464784,-0.1574152114314611,0.34454792189852146,0.3067768693425599,0.1762913496678351,0.06111099289055222,0.1764273005373953,0.31038372369709766,-0.009222792213066988,-0.8505902578102358,0.6264605050815035,-0.005168501715100859,0.1133605736252008,-0.0463591224042883
202230_s_at,-0.18242042141674197,0.47312591194817255,-0.04455411140465326,-0.13569031281714494,0.038013016079627704,0.6181583667952402,0.5382825542933141,0.17137644649974426,-0.1943005436510079,-0.007273653706029393,0.20245899307537218,-0.12111080035360056,0.021865024803839894,-0.3332037219294133,0.18141981162334453,0.23008348129867828
202231_at,-0.3552242660959557,0.19578716962503062,0.21242064198657218,0.13515620034383513,0.4563536629758964,0.16990673007689505,-0.18463775222350165,0.10050774037470678,-0.002547113905145615,0.3544944538919079,0.26850522966645585,-0.8566165295673338,0.7082705093807746,-0.17663698138198836,-0.046020341770933726,0.0023110448843812748
202232_s_at,-0.5737006635940292,0.14240313401392335,0.12464697814381331,0.006694691948803566,0.14186253514800562,0.33069544504739223,-0.2233624523837845,-0.13256367576869987,-0.2806196337001552,0.7669233584882074,0.4180484803498823,-0.6601699494883606,0.5734739354922453,0.13083415964580247,-0.021768521066300117,-0.1644770034977503
202233_s_at,-0.3768501106812918,0.1231516670341195,0.09011060480260813,0.016071489063780753,0.25788113742635943,0.24255065863173897,-0.08836483389756022,0.2041242279279496,-0.1939765312247621,0.4815500162129789,0.1188565902389529,-0.5464355191524106,0.4722000831387705,-0.10689824210327092,-0.23506500072469816,0.021447076425397782
202243_s_at,-0.2883203128937035,0.20097121443756283,0.0872379215632435,-0.013476549147623196,0.4580842219108021,-0.11687485062832614,-0.1793669140134151,-0.07555225458040216,-0.1711592708330043,0.43738883493546066,-0.011224944535322301,-0.7507937790185997,0.653806141677693,-0.10892789259112146,-0.23789552665820857,0.04746002894219625
202244_at,-0.2277195168358146,0.3111363608162119,0.4083691626144166,0.0918588987492015,0.554295099160071,0.3621806124847211,0.16208411393072275,0.21204083730011636,-0.13500332570997564,0.17931975129106448,0.33160302650979556,-1.0351784099248658,0.8336623873953002,0.0698348741816277,0.1627086167388354,0.24167682988466144
202246_s_at,0.004694443993933817,0.08597669790647888,-0.0935833935282071,0.08328456846169718,0.004394628928258371,-0.041178824428337535,-0.007166749046245258,0.12647117805197627,-0.3127809564785329,0.33764507855174664,0.31427892911407085,0.010978765048962558,-0.05297708511501131,-0.14867999698450785,-0.24384910060156617,-0.2008441277679549
202258_s_at,-0.478775502921458,0.24549640973877018,-0.05806735895089421,-0.3354285181957408,0.32559174186839446,0.2800076715389226,0.3780831858175002,-0.044346603140407836,0.068705114885252,0.15169584254557922,0.34672251318537306,-0.6449795323401366,0.8676828519618986,-0.09444241233487549,0.15056076144299713,0.017320380089519638
202261_at,-0.021398480661686037,-0.11407688635858015,0.3135552709642484,0.5707040779150407,0.22247532119650426,0.2966592596926123,0.23653691700429658,-0.2603942127443144,0.2520037443644023,0.20139057286959883,-0.018398107490257942,-0.12372751234734114,-0.3518916398381391,0.02840566800329558,0.400252659189106,-0.2650546179691533
202263_at,-0.2246942105633467,0.07603001979146651,-0.008510474071954377,-0.0625030685444079,-0.00442238542774831,-0.011226655287342346,-0.217971658094398,-0.1507903130136885,-0.3819977239635808,-0.003228339373412936,0.05939354073672831,-0.2233665701777836,0.2866840052547115,-0.05573579933230022,-0.12034409654557265,0.09509023669370364
202264_s_at,0.22914495555068015,0.2971335233898227,-0.14156673759235971,-0.3889804097699052,-0.17716675031117912,-0.21388060158825795,-0.23565774866138156,0.00172249876618924,-0.08704612044601223,-0.055578776638784966,-0.015110664763119175,0.15341321296225985,0.1578101244025607,-0.1643219858520526,0.07972902301393692,0.28990086346885224
202265_at,-0.5617962950063964,-0.11471840179073478,0.1121697053605697,-0.04739363565802801,-0.014948026223147615,0.34988559396165364,0.003097059327289209,-0.1145584776200339,-0.332111262130784,0.2574656018949586,0.24055423055868985,-0.586124559401271,0.5021517367917907,0.11400650227461728,0.11628170789420889,0.38436110122466705
202266_at,-0.14802648877295788,0.3999549599875234,0.10182445063144385,-0.08849774260209653,0.4109635786169399,0.6286080220674481,0.644384181498098,0.10026470884726812,0.1780899156398128,0.3052207964362381,0.011827250621594843,-0.565158361374138,0.7336022762642802,-0.20136887324656794,-0.0252264151153625,-0.05541600590109308
202268_s_at,-0.11483065670273529,0.1430440060823992,-0.16967818064168494,-0.1974189555882262,-0.09402476492147116,-0.1239013060596541,-0.35326613246259964,-0.19339996806016124,-0.18674482624626165,-0.13234987306780077,0.07147600960895684,-0.1554119286599116,0.46630478755753657,-0.17874833317949257,-0.05404470839266384,0.09123708333190095
202269_x_at,-0.08955731593400174,0.21289741713470534,0.14468666905966998,0.010805590786360675,0.04530808768925976,0.1988582041818736,0.2484962514862339,-0.09610924291518774,0.3088164965453517,0.047840398634328984,0.07940176563271795,-0.3176907171879746,0.4641586743938815,0.017836896863280494,0.022529386070736734,0.031096490680734945
202270_at,-0.11247945064694687,0.37682205344156827,0.2035392343478959,0.2066955920096447,0.1028396865029686,0.19696753912328901,0.35605571913051026,0.15681090223876026,-0.3741611600447454,-0.017621887648903822,-0.006743668318046403,-0.685802043968331,0.6093967765060242,-0.1734413021983192,0.24667385526610008,0.04982423878408593
202271_at,-0.21353899926996256,0.0678508185333957,0.4599352365321474,0.0601508579239729,0.7428957826252933,0.9329048984416568,-0.5109553238874271,0.2996509887922043,-0.22202351160502332,1.2419649071183994,-0.026853035971308614,-0.9742511311361417,0.7714497388510395,-0.3288068603375125,-0.08554598459699037,-0.8990236840610222
202272_s_at,-0.03713795534806419,0.3270316165195757,0.41446097601648635,0.10399529888994241,0.1328506659305031,0.462062221877801,-0.06298135655993686,-0.03550065468309693,-0.10808110782256186,-0.08388569742154406,0.14980323439297116,-0.46105202074637575,-0.06418346157375954,0.16217970208494759,0.3028914612893141,0.22304054713556276
202275_at,-0.07909123834945131,0.5218422012063124,-0.08935358286844775,-0.23752213827667035,0.18035552849623926,-0.14057005420692548,-0.012213007885534921,-0.37935664948080916,0.14161492903641193,0.40931822017605235,-0.041675663583084166,-0.8296055563938594,0.34981841640329314,-0.4137599656318862,0.21812404541373276,0.09291000840928554
202277_at,-0.2818414157242901,0.26735420011425504,0.49181827897964947,-0.182819251307631,0.06419212257603935,0.12639630649042832,0.34333153358318125,-0.021470186499869648,-0.036669147027843074,0.5043018233294232,0.11977556292268599,-0.40016957414322807,1.0430590747874486,-0.08459791935798489,0.008336494838053987,-0.005167044482101701
202279_at,-0.36539403319647423,0.12184462692955744,0.15544787589079423,0.2536175078047025,0.45018370903855676,0.18189855121178766,-0.2235361300116505,0.4333673655113115,0.08569252426151408,0.6965726606535401,0.19904901584301538,-0.6587724022868207,0.6496375391732387,0.17760351550537035,-0.13849765020779525,-0.07177232971905845
202292_x_at,0.3185927746698827,0.4347875377088899,0.44836464955244093,0.772978248021051,0.33185604919290057,0.5283020052133951,-0.3339767761920047,0.354145571937571,-0.06939985256257053,0.19514912212888902,0.004534649082399866,0.2023122847730665,-0.19000425711965807,0.30577773952508025,0.22181024897864177,0.15121812069808716
202295_s_at,-0.17095351387147062,0.22432411189257984,0.21007396771050768,-0.014428825791420685,-0.032893968064038326,0.15385481373190224,-0.09843601172638383,0.10699621777880886,-0.16423552287191523,0.24050661654423777,0.016388382327072293,-0.5306925398737752,0.419774649060507,0.08414316567646019,-0.03908707353787122,0.11264232941452779
202296_s_at,-0.3291240628386918,0.15148762156288953,-0.10010316949742926,0.14929151747507508,0.04051202728391434,0.1755052434399076,-0.30035831038245053,-0.07603901153115,-0.16095318054550223,0.5189300947190816,0.12718208938202658,-0.6147362595258592,0.48264093266627306,0.21151152993738975,0.04403306544337671,-0.010332826736970446
202297_s_at,-0.12276923707316723,-0.02268907282020649,-0.09364288543864685,0.08867706360950933,0.3819056742320255,0.21248421549689578,0.2951788521101104,0.16220645895415053,-0.04825666082258362,0.27138367516364603,0.29131962353933094,-0.5354877781446259,0.4970467193438255,-0.0007869084914906566,-0.05915943729949724,0.1161852086826407
202298_at,-0.3487394661966654,0.15419513057315637,0.04946340762541368,-0.009986523425553173,0.32869305478660493,0.019094254930582366,-0.2849565587500855,0.12203845995651985,-0.06988752808751642,0.6777557043731299,0.012628781324758087,-0.6581835800805527,0.5504833250967369,-0.18802216727285703,0.004849478625415848,-0.05607175722874036
202299_s_at,0.08767107413395969,0.3211332681777108,0.02310962742576539,0.0698321065732781,0.3767451373963162,0.37189628960703214,0.1450884003915771,0.3070631068437448,0.29460926712610114,0.3566584024087396,0.11645908102197833,-0.6121148813924915,1.068365630307424,-0.11305634529652941,0.02031218485006203,-0.097188112428503
202300_at,-0.14870813502343605,0.1286130080883412,0.04127724224029272,0.21675543396193309,0.3578528110120658,0.1982731405490954,0.0722441952002173,0.09764957243793582,0.020422133677882037,0.47591597458936263,0.023540911890201244,-0.5796087762069337,0.6324202708629132,-0.15784432771772217,-0.03619827269533715,-0.0017911999163811032
202301_s_at,-0.2271825573086259,0.03825509741673905,0.1358370519776777,0.01258245730153984,-0.030362761223789114,0.038800994173661785,0.11946191497915315,0.10578635229496491,-0.11774423772337173,0.3428726159343505,0.06016554416734987,-0.2802654993256013,0.2661683589074926,-0.12808865639938727,-0.0202649305085858,0.2476938364188941
202302_s_at,-0.3041875018279745,0.27731588271069363,-0.01176801602655786,-0.14787598827834625,0.16007125603644656,0.3796444345033656,0.13780993860724244,0.1266358257680702,-0.12985178101777528,0.22758120009930938,0.18862320414836642,-0.8695817913362482,0.5774755502480646,0.07436954838982324,0.0026038529276606326,0.1353266696721569
202306_at,-0.23996444392500305,0.057150376573336104,0.05172752799653502,0.0178962954372599,0.19535157942347592,0.08499456493047308,-0.01655987758199995,0.2800043941316037,-0.42325921358978214,0.2791416999450034,0.09502955155345383,-0.3404267119289415,0.4542186938886754,0.05038183567167209,0.03142915322873474,0.16639124155120566
202307_s_at,-0.4287236954429261,0.4256035835035741,-0.22843106577451122,0.2405020921979153,-0.010436714557738647,-0.13059700692418552,0.3879018482562664,-0.17319017336120357,0.18203188601013665,0.17887226908101628,-0.018597315889511634,-0.5982749282056719,0.8262731018733138,-0.33201570648338485,-0.5514467285002582,0.4135537978885315
202313_at,0.01917553697462626,0.2752792467531613,0.0382329908354766,0.05049530702277316,0.10818144880983116,0.10048389257490875,0.015871003030420994,-0.00320329064215219,0.08754463998965178,0.16209886538233764,-0.030503420707481688,-0.5402024258935407,0.5948256400608276,0.08090318008826447,0.05582761116964896,0.13142833418002464
202318_s_at,0.10698702957257433,0.20469469907695403,0.09465241317986317,-0.04564993252128513,-0.1504919948908925,0.21755763699549835,0.4142593932024212,0.0370809568299868,0.2358628442630284,-0.029262674734495064,0.06397786146812523,-0.6562607342425033,1.0071780235375418,-0.6018642262393645,0.26271384763982253,0.8698526500973389
202322_s_at,-0.19790393389704164,-0.12986678117149175,-0.03520710245454417,0.14691404533253039,0.3479989372408685,0.08989088471130113,-0.06811588333780971,0.011887955437379638,0.11784960806041056,-0.5254744078595754,0.21499457798082222,0.06500219483004255,-0.17102241394440298,-0.16541907724295957,0.2726248690827573,-0.11287228224447254
202324_s_at,-0.3292797818427875,-0.014665015592937536,0.08952596998720441,0.019690767192129144,0.06958840679683309,-0.0017822065942292298,-0.13398773177939294,-0.1468010342455539,0.21207744438227438,0.32869753480326347,0.4409948441556426,-0.7283491574031373,0.5062479143030214,0.20789120275355888,0.31536526056168146,-0.01642584319086282
202325_s_at,-0.5982931756669059,0.4611558704983576,0.4073097541642392,0.0254340509119233,0.29520805532992167,0.57636534280579,-0.32099379831104535,-0.0540009038450755,-0.19352246059153355,0.4390238200689556,0.2316264445084979,-1.023700304856197,0.6289195532824605,0.13845036848606807,0.013537560478949828,0.324635081164919
202329_at,0.13225192581466416,0.33555689597632465,-0.1528384129622209,-0.11294799406118905,0.33226274994034455,0.2679726981421,0.2383101919887256,-0.030328419865337963,-0.15329307055764474,0.19324971318711004,-0.08609384446347335,-0.468436155651613,0.7078141530216326,0.05315692930063243,0.14205686226024206,0.22034876558952465
202333_s_at,-0.2938846746177415,0.3664411783289996,0.0645148869207004,-0.1252374112671193,0.09470085994065869,0.1660044105012961,0.34053165629986015,-0.13988324556901155,0.14808964978278105,0.10316088681535529,0.11774823892385289,-1.2483615101811232,0.45795311992907983,0.4599573534309265,0.05371367610493305,0.4855304437967023
202334_s_at,-0.043321573508257494,0.26975681766033954,0.0773594703188385,0.23850418943140017,0.2161034131026307,0.21833532495151076,0.0867552607233586,0.2841803630704911,0.24231610493791234,0.12105059727678125,0.22098495313544664,-0.777649774398883,0.3475375323533294,-0.07971914154690563,0.15060821044948458,0.018754499359916466
202343_x_at,-0.10398762831125818,0.28030961562235035,-0.10662374544266484,0.013679379401576597,0.600390026777923,0.04281356328517383,-0.046998676459692135,0.21644541989419075,-0.005413163180715941,0.14082619773539484,0.13956029436024942,-0.4080504766810584,0.4740839494423392,-0.040079452709204766,-0.02161903605135862,-0.0722788158553147
202346_at,-0.26521216327764563,-0.31632487445290325,-0.1970825865128698,0.13857027335303496,0.015621042578117361,0.30212718216966605,0.1114558429889545,0.28985160065000404,-0.14275630644255388,-0.024276331144333252,0.21096890185214878,0.07610474283713176,0.2589241784523324,0.053460270290155876,-0.32371234698948204,0.26292403125487995
202347_s_at,-0.6935940280583317,0.23152491197508684,-0.15457609451988663,-0.33229102913919384,-0.05925940162515797,0.19820773143561699,0.2590254562790193,-0.1535309972036627,0.1349199118849329,0.2788409124805975,-0.04794706729138554,-0.47688477971706167,0.4279223914661463,-0.18556873110757888,-0.2880228085225074,0.14196870616080304
202348_s_at,-0.019713335358218842,0.21023977891779566,0.4940077059081691,-0.02779312521544508,0.18744780574022712,-0.11058193400208083,0.014042794976183437,0.7598997332844131,-0.223966627611353,-0.19696938405940267,0.24186563882251644,0.03921288595148553,-0.26040170937668616,-0.026656270698630635,-0.17760808228535652,0.5052795625486737
202355_s_at,-0.09938596475066586,-0.17688935468029499,-0.022207950611719873,-0.15231632657323146,0.058309884570592274,0.1875519522626119,-0.06153153865189953,0.09034464570986245,-0.038354387712277394,0.2080032162498071,-0.23147178089258258,-0.3334224408670847,0.1609279947582838,-0.23114387901215938,-0.4778402360980394,-0.015586637189656471
202360_at,0.01680607136204948,0.30634011035453845,-0.021264648336168257,-0.10340258129726632,0.2290669491656372,0.2903137935268516,0.17571986208255197,-0.15392063899969077,0.040622484266295444,-0.12853354973410802,-0.07993069993470314,-0.5759730546505937,0.38957187373813174,-0.12364793009877317,0.1720045898230227,0.03713512621929027
202362_at,-0.1644008631818279,0.2688076838761262,0.25128256521561276,-0.15117931931443973,0.22220814572372571,0.7409600324996273,0.15763563340375342,0.1602590816233027,-0.16919186775577355,0.34796711584321294,0.057001615213334134,-0.7346192443242341,0.6119540537259018,0.09169428154137016,-0.030331269773857805,0.010337811283894105
202364_at,-0.4012089713019442,-0.13959412236359547,0.12123023716190762,-0.012221046563946736,0.0348197322911199,0.11339943003953579,0.10103905629013443,-0.2405775562924619,-0.2318822274845589,0.20212750478967312,0.06253709158251208,-1.0600037047168689,0.6154852305954108,0.17974843825614162,0.014564954776462358,0.14559687522879639
202365_at,-0.1914373680537702,0.1871904751479434,-0.1575022825812642,0.0016448918080431696,0.584044772721386,0.30982032083044597,0.15094525091345457,-0.01621284459482375,-0.16026588694696464,0.17875107947325564,0.07352897744687148,-0.513437769159526,0.46483913576528213,0.03028877595892343,0.06746149634774579,-0.20273496805922342
202370_s_at,-0.24035532866892417,0.05674084256227463,0.1530017610347807,0.002643536384374201,0.1639379340798044,0.018341111129998033,-0.057960410549507735,-0.23680805852745213,-0.08860905823652754,0.4833965768054327,0.36575068792006427,-0.46218155879662515,0.5242191389615076,-0.039588189223257686,0.11695521968373779,-0.10473312728385586
202373_s_at,-0.2008306342858921,0.21620328833599078,0.04505761711644407,0.17609333536545524,0.4214271363065203,0.040324458241605576,0.14127636219992468,-0.17969199463451613,0.18254056387149564,0.006531874556160666,0.020748402782442277,-0.6665271647892057,0.6688206174831466,0.08552896578137936,0.3210412098925186,-0.1786058144364926
202377_at,-0.12163439835266576,0.10011422477739806,0.2886616708623233,0.3406378959641465,-0.13783571752709367,0.3652848447377428,0.14559923502802619,-0.2258262220771483,0.04721531793447209,0.18141743411048905,0.03419828011077186,-0.4303007027955239,0.811292024700645,-0.06467133208138787,-0.1829643123418485,0.04229342763808752
202378_s_at,-0.09868281790720257,0.16673958290902657,0.0857732997688947,0.03150758383145025,-0.01671672379117517,0.21018475500815015,-0.09956777506023151,-0.07738479499412865,-0.09343023477528334,0.13793515880224216,0.36227050078769274,-0.9454289383582113,0.7409080927753315,0.17152750591391452,0.06918866474219243,0.08841497393326492
202379_s_at,-0.04332807676353756,-0.13802680986447413,0.18168001540210366,-0.18840085406110685,0.11302563471999427,0.5022763669440504,-0.3849160801509468,0.002676778017314696,-0.295324691209073,-0.19191782869364094,0.09724633362546964,-0.4939346811563565,0.32458773806223107,0.25785826380980925,0.13967535529564934,0.19302937773172868
